,R05_worry,Q18_flood_exp,Q0_age,Q53_income_UK,Q4_home_size_UK,R03_perc_damage,self_efficacy_DP,self_efficacy_WP,resp_efficacy_DP,resp_efficacy_WP,perc_cost_DP,perc_cost_WP,implemented_DP,implemented_WP,Perc_probability,Level_Education,annual_income,savings_multiplier,house_size,savings,weight_PMT,weight_SN
483,0.0,0,35,5,5,0.0,0.25,0.33333333333333337,0.41666666666666663,0.41666666666666663,0.8333333333333333,0.9166666666666667,0.0,1.0,0.0,2.0,83518.75,4.0,38.38289962825279,334075.0,0.5,0.5
484,0.0,0,35,2,1,0.5,0.0,0.0,0.0,0.16666666666666669,0.5,0.5,0.0,0.0,0.0,2.0,20575.8,0.0,10.687732342007434,0.0,0.1,0.9
485,0.0,0,34,4,98,0.5,0.25,0.33333333333333337,0.5,0.5833333333333334,0.75,1.0,0.0,0.0,0.0,2.0,44266.95,1.0,86.43122676579925,44266.95,0.5,0.5
486,0.0,1,73,5,6,0.0,0.5833333333333334,0.5,0.6666666666666666,0.75,0.5,0.6666666666666666,0.0,0.0,0.0,4.0,83518.75,4.0,105.57620817843866,334075.0,0.7,0.30000000000000004
487,0.0,0,42,4,5,0.25,0.41666666666666663,0.25,0.25,0.33333333333333337,0.41666666666666663,0.33333333333333337,0.0,0.0,0.0,2.0,44266.95,4.0,38.38289962825279,177067.8,0.5,0.5
488,0.25,0,28,3,6,0.25,0.25,0.0,0.5833333333333334,0.41666666666666663,0.6666666666666666,0.75,0.0,0.0,0.02,4.0,32707.149999999998,4.0,105.57620817843866,130828.59999999999,0.5,0.5
489,0.0,0,60,4,4,0.0,0.16666666666666669,0.33333333333333337,0.8333333333333333,0.6666666666666666,0.25,0.6666666666666666,0.0,1.0,0.01,2.0,44266.95,4.0,34.85130111524164,177067.8,0.9,0.09999999999999998
494,0.0,0,41,4,3,0.0,0.0,0.0,0.5,0.5,0.75,0.9166666666666667,0.0,0.0,0.001,3.0,44266.95,0.0,24.442379182156134,0.0,0.3,0.7
495,0.0,0,64,5,3,0.0,0.0,0.0,0.33333333333333337,0.0,0.5833333333333334,0.9166666666666667,0.0,0.0,0.0,3.0,83518.75,4.0,24.442379182156134,334075.0,0.5,0.5
496,0.5,1,20,5,6,0.75,0.25,0.0,0.5833333333333334,0.33333333333333337,1.0,1.0,1.0,0.0,1.0,2.0,83518.75,0.0,105.57620817843866,0.0,0.7,0.30000000000000004
497,0.25,0,53,4,6,0.75,0.0,0.0,0.5,0.41666666666666663,1.0,1.0,0.0,0.0,0.0,2.0,44266.95,0.0,105.57620817843866,0.0,0.1,0.9
499,0.0,0,31,5,5,0.25,0.33333333333333337,0.5,0.5,0.41666666666666663,0.5833333333333334,0.5,0.0,0.0,0.002,3.0,83518.75,3.0,38.38289962825279,250556.25,0.3,0.7
501,0.0,0,68,4,6,0.0,0.0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,44266.95,4.0,105.57620817843866,177067.8,0.3,0.7
502,0.0,0,69,1,2,0.0,0.5,0.8333333333333333,0.25,0.25,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,18149.3,0.0,18.58736059479554,0.0,0.5,0.5
506,0.0,0,66,1,98,0.5,0.0,0.0,1.0,1.0,1.0,0.9166666666666667,0.0,0.0,0.0,2.0,18149.3,0.0,86.43122676579925,0.0,0.1,0.9
507,0.0,0,86,4,6,0.75,0.25,0.16666666666666669,0.0,0.16666666666666669,0.33333333333333337,0.5833333333333334,0.0,0.0,0.002,2.0,44266.95,4.0,105.57620817843866,177067.8,0.7,0.30000000000000004
510,0.0,0,27,4,2,0.25,0.5,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.5,0.5833333333333334,0.0,0.0,0.0,2.0,44266.95,4.0,18.58736059479554,177067.8,0.9,0.09999999999999998
514,0.25,1,62,1,98,0.0,0.16666666666666669,0.0,0.16666666666666669,0.0,1.0,1.0,0.0,0.0,0.1,2.0,18149.3,0.0,86.43122676579925,0.0,0.7,0.30000000000000004
515,0.0,0,35,4,1,0.0,0.0,0.0,0.75,0.5,0.75,0.75,0.0,0.0,0.0,3.0,44266.95,2.0,10.687732342007434,88533.9,0.1,0.9
519,0.25,0,35,4,98,0.5,0.33333333333333337,0.16666666666666669,0.5833333333333334,0.5833333333333334,0.6666666666666666,1.0,0.0,0.0,0.001,4.0,44266.95,3.0,86.43122676579925,132800.84999999998,0.7,0.30000000000000004
520,0.0,0,56,5,6,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,0.75,0.75,0.0,0.0,0.0,2.0,83518.75,3.0,105.57620817843866,250556.25,0.1,0.9
523,0.0,0,62,3,98,0.0,0.0,0.0,0.08333333333333331,0.0,0.5833333333333334,1.0,0.0,0.0,0.0,2.0,32707.149999999998,4.0,86.43122676579925,130828.59999999999,0.1,0.9
524,0.0,0,37,1,2,0.0,0.5,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.5833333333333334,0.6666666666666666,0.0,0.0,0.001,3.0,18149.3,0.0,18.58736059479554,0.0,0.9,0.09999999999999998
526,0.0,0,61,5,98,0.0,0.0,0.0,0.5833333333333334,0.33333333333333337,0.8333333333333333,0.9166666666666667,0.0,0.0,0.001,1.0,83518.75,3.0,86.43122676579925,250556.25,0.3,0.7
527,0.25,0,56,3,2,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.002,3.0,32707.149999999998,4.0,18.58736059479554,130828.59999999999,0.1,0.9
528,0.0,0,24,5,6,0.25,0.0,0.0,0.41666666666666663,0.5833333333333334,0.5833333333333334,0.75,0.0,0.0,0.005,4.0,83518.75,4.0,105.57620817843866,334075.0,0.7,0.30000000000000004
530,0.0,0,67,5,98,0.0,0.0,0.0,0.41666666666666663,0.5,0.25,0.75,0.0,0.0,0.01,3.0,83518.75,4.0,86.43122676579925,334075.0,0.5,0.5
531,0.0,0,45,5,1,0.5,0.0,0.0,0.25,0.41666666666666663,0.41666666666666663,0.6666666666666666,0.0,0.0,0.0,3.0,83518.75,4.0,10.687732342007434,334075.0,0.5,0.5
533,0.25,0,39,4,2,0.25,0.33333333333333337,0.5,0.33333333333333337,0.33333333333333337,0.41666666666666663,0.5833333333333334,0.0,0.0,0.002,2.0,44266.95,3.0,18.58736059479554,132800.84999999998,0.3,0.7
536,0.0,0,47,3,3,0.0,0.0,0.0,0.75,0.75,0.5,0.5,0.0,0.0,0.0,2.0,32707.149999999998,0.0,24.442379182156134,0.0,0.5,0.5
538,0.0,0,27,5,3,0.25,0.08333333333333331,0.33333333333333337,0.5,0.6666666666666666,0.5833333333333334,0.8333333333333333,0.0,0.0,0.001,4.0,83518.75,3.0,24.442379182156134,250556.25,0.3,0.7
540,0.25,0,50,3,98,0.25,0.0,0.0,0.5833333333333334,0.33333333333333337,1.0,1.0,0.0,0.0,0.02,3.0,32707.149999999998,1.0,86.43122676579925,32707.149999999998,0.7,0.30000000000000004
541,0.5,0,35,4,6,0.5,0.0,0.0,0.6666666666666666,0.41666666666666663,0.6666666666666666,0.8333333333333333,0.0,0.0,0.002,4.0,44266.95,2.0,105.57620817843866,88533.9,0.7,0.30000000000000004
542,0.0,0,66,2,6,0.25,0.41666666666666663,0.16666666666666669,0.25,0.25,0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,3.0,20575.8,4.0,105.57620817843866,82303.2,0.7,0.30000000000000004
544,0.0,0,67,2,4,0.0,0.5,0.16666666666666669,0.5833333333333334,0.41666666666666663,0.75,0.8333333333333333,0.0,0.0,0.0,3.0,20575.8,4.0,34.85130111524164,82303.2,0.7,0.30000000000000004
547,0.5,1,52,2,2,0.5,0.5,0.08333333333333331,0.33333333333333337,0.0,1.0,1.0,0.0,0.0,0.0,3.0,20575.8,0.0,18.58736059479554,0.0,0.9,0.09999999999999998
548,0.0,0,49,5,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,83518.75,0.5,105.57620817843866,41759.375,0.5,0.5
550,0.0,0,58,5,3,0.0,0.16666666666666669,0.0,0.6666666666666666,1.0,0.5,0.0,0.0,1.0,0.0,3.0,83518.75,0.0,24.442379182156134,0.0,0.5,0.5
551,0.0,0,77,5,6,0.0,0.41666666666666663,0.33333333333333337,0.33333333333333337,0.16666666666666669,0.75,0.9166666666666667,0.0,0.0,0.0,4.0,83518.75,4.0,105.57620817843866,334075.0,0.5,0.5
553,0.0,1,64,2,5,0.25,0.41666666666666663,0.41666666666666663,0.41666666666666663,0.33333333333333337,0.5833333333333334,0.8333333333333333,0.0,0.0,0.001,2.0,20575.8,4.0,38.38289962825279,82303.2,0.1,0.9
554,0.0,0,50,3,4,0.75,0.0,0.0,0.5,0.5,0.8333333333333333,0.9166666666666667,0.0,0.0,0.01,2.0,32707.149999999998,0.0,34.85130111524164,0.0,0.5,0.5
555,1.0,0,21,1,98,0.75,0.0,0.0,0.75,0.75,1.0,1.0,0.0,0.0,0.0,2.0,18149.3,2.0,86.43122676579925,36298.6,0.7,0.30000000000000004
556,0.0,0,75,5,5,0.0,1.0,0.16666666666666669,0.5833333333333334,0.33333333333333337,0.9166666666666667,0.6666666666666666,0.0,0.0,0.001,4.0,83518.75,4.0,38.38289962825279,334075.0,0.9,0.09999999999999998
557,0.25,1,62,5,5,0.0,0.08333333333333331,0.0,0.25,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,0.0,0.002,2.0,83518.75,4.0,38.38289962825279,334075.0,0.7,0.30000000000000004
559,0.25,0,43,5,6,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.01,4.0,83518.75,0.0,105.57620817843866,0.0,0.5,0.5
560,1.0,0,30,1,98,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.1,4.0,18149.3,0.0,86.43122676579925,0.0,0.9,0.09999999999999998
562,0.0,0,50,3,3,0.5,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.002,4.0,32707.149999999998,2.0,24.442379182156134,65414.299999999996,0.7,0.30000000000000004
563,0.25,0,42,2,6,0.5,0.08333333333333331,0.41666666666666663,0.33333333333333337,0.5,0.0,0.08333333333333331,0.0,1.0,0.002,4.0,20575.8,0.0,105.57620817843866,0.0,0.9,0.09999999999999998
567,0.25,0,44,3,3,0.25,0.0,0.0,0.5,0.5833333333333334,0.6666666666666666,1.0,0.0,0.0,0.01,4.0,32707.149999999998,0.0,24.442379182156134,0.0,0.5,0.5
568,0.25,1,55,3,4,0.5,0.33333333333333337,0.0,0.0,0.0,0.9166666666666667,1.0,0.0,0.0,0.02,2.0,32707.149999999998,4.0,34.85130111524164,130828.59999999999,0.7,0.30000000000000004
569,0.25,1,63,4,4,0.75,0.5,0.5,0.0,0.08333333333333331,0.5833333333333334,0.8333333333333333,0.0,0.0,0.002,2.0,44266.95,4.0,34.85130111524164,177067.8,0.5,0.5
570,0.0,1,69,2,6,0.0,0.6666666666666666,0.25,0.5,0.0,0.5,0.8333333333333333,0.0,1.0,0.001,4.0,20575.8,3.0,105.57620817843866,61727.399999999994,0.7,0.30000000000000004
571,0.0,1,70,2,3,0.25,0.0,0.0,0.25,0.25,1.0,1.0,0.0,0.0,0.002,1.0,20575.8,0.0,24.442379182156134,0.0,0.3,0.7
572,0.0,1,54,5,98,0.25,0.25,0.08333333333333331,0.5,0.6666666666666666,0.41666666666666663,0.6666666666666666,0.0,0.0,0.0,4.0,83518.75,1.5,86.43122676579925,125278.125,0.5,0.5
573,0.25,1,39,1,2,0.75,0.16666666666666669,0.0,1.0,0.8333333333333333,0.5833333333333334,1.0,0.0,0.0,0.02,3.0,18149.3,0.0,18.58736059479554,0.0,0.7,0.30000000000000004
574,0.0,0,61,5,5,0.0,0.5,0.16666666666666669,0.41666666666666663,0.16666666666666669,0.75,0.8333333333333333,0.0,0.0,0.0,4.0,83518.75,4.0,38.38289962825279,334075.0,0.5,0.5
575,0.75,1,55,4,6,1.0,0.0,0.0,0.25,0.41666666666666663,1.0,1.0,0.0,0.0,0.02,3.0,44266.95,0.0,105.57620817843866,0.0,0.9,0.09999999999999998
576,0.0,0,59,1,3,0.0,0.33333333333333337,0.0,0.8333333333333333,0.8333333333333333,1.0,1.0,0.0,0.0,0.0,2.0,18149.3,1.0,24.442379182156134,18149.3,0.7,0.30000000000000004
579,0.0,1,62,5,98,0.0,0.5,0.5,0.75,0.75,0.75,0.75,0.0,0.0,0.0,4.0,83518.75,4.0,86.43122676579925,334075.0,0.1,0.9
580,0.0,0,36,5,6,0.25,0.41666666666666663,0.16666666666666669,0.41666666666666663,0.41666666666666663,0.5,0.8333333333333333,0.0,0.0,0.02,3.0,83518.75,0.0,105.57620817843866,0.0,0.5,0.5
583,0.0,0,52,3,2,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,0.8333333333333333,1.0,0.0,0.0,0.0,2.0,32707.149999999998,0.0,18.58736059479554,0.0,0.1,0.9
585,0.0,0,58,4,3,0.0,0.25,0.16666666666666669,0.41666666666666663,0.6666666666666666,0.8333333333333333,0.8333333333333333,0.0,0.0,0.0,4.0,44266.95,3.0,24.442379182156134,132800.84999999998,0.1,0.9
586,0.0,0,66,2,3,0.0,0.0,0.0,0.25,0.0,0.41666666666666663,0.8333333333333333,0.0,0.0,0.001,4.0,20575.8,4.0,24.442379182156134,82303.2,0.1,0.9
587,0.0,0,68,2,6,0.0,0.5833333333333334,0.41666666666666663,0.33333333333333337,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,3.0,20575.8,4.0,105.57620817843866,82303.2,0.1,0.9
588,0.0,0,61,1,98,0.0,0.0,0.0,0.08333333333333331,0.0,1.0,1.0,0.0,0.0,0.01,3.0,18149.3,2.0,86.43122676579925,36298.6,0.5,0.5
589,0.0,0,41,5,98,0.0,0.41666666666666663,0.0,0.6666666666666666,0.75,1.0,1.0,0.0,0.0,0.0,4.0,83518.75,3.0,86.43122676579925,250556.25,0.7,0.30000000000000004
590,0.0,0,43,4,3,0.0,0.0,0.0,0.5833333333333334,0.0,1.0,1.0,0.0,0.0,1.0,3.0,44266.95,0.0,24.442379182156134,0.0,0.9,0.09999999999999998
591,0.0,0,50,4,3,0.25,0.25,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.001,3.0,44266.95,0.0,24.442379182156134,0.0,0.5,0.5
593,0.0,0,79,4,6,0.0,0.25,0.08333333333333331,0.9166666666666667,1.0,0.5833333333333334,0.9166666666666667,0.0,0.0,0.0,3.0,44266.95,4.0,105.57620817843866,177067.8,0.5,0.5
594,0.0,0,67,3,98,1.0,0.5833333333333334,0.5,0.41666666666666663,0.41666666666666663,0.5833333333333334,0.75,1.0,0.0,0.001,3.0,32707.149999999998,4.0,86.43122676579925,130828.59999999999,0.5,0.5
595,0.0,0,49,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,20575.8,4.0,18.58736059479554,82303.2,0.7,0.30000000000000004
597,0.25,0,55,1,98,0.25,0.08333333333333331,0.0,0.33333333333333337,0.5,0.41666666666666663,0.5833333333333334,0.0,0.0,0.001,2.0,18149.3,0.5,86.43122676579925,9074.65,0.5,0.5
600,0.0,0,33,5,98,0.0,0.5,0.5833333333333334,0.75,0.75,0.5,0.5,0.0,0.0,0.0,3.0,83518.75,0.5,86.43122676579925,41759.375,0.5,0.5
601,0.0,0,63,5,6,0.0,0.75,0.33333333333333337,0.5,0.33333333333333337,0.25,0.8333333333333333,0.0,0.0,0.0,4.0,83518.75,3.0,105.57620817843866,250556.25,0.7,0.30000000000000004
603,0.0,0,29,5,6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,4.0,83518.75,2.0,105.57620817843866,167037.5,0.5,0.5
604,0.0,0,63,4,6,0.0,0.16666666666666669,0.0,0.6666666666666666,0.5,0.75,0.8333333333333333,0.0,0.0,0.001,2.0,44266.95,4.0,105.57620817843866,177067.8,0.7,0.30000000000000004
606,0.0,0,67,3,6,0.0,0.0,0.0,0.6666666666666666,0.16666666666666669,1.0,1.0,0.0,0.0,0.0,4.0,32707.149999999998,4.0,105.57620817843866,130828.59999999999,0.1,0.9
607,0.75,0,58,5,6,0.25,0.8333333333333333,0.0,0.5,0.0,0.5,0.6666666666666666,0.0,1.0,0.005,3.0,83518.75,4.0,105.57620817843866,334075.0,0.9,0.09999999999999998
608,0.5,0,35,2,1,0.5,0.9166666666666667,0.5833333333333334,0.5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.0,0.0,0.0,3.0,20575.8,1.5,10.687732342007434,30863.699999999997,0.5,0.5
609,0.0,0,58,4,98,0.0,0.6666666666666666,0.5833333333333334,0.5,0.5833333333333334,0.5,0.8333333333333333,0.0,0.0,0.001,3.0,44266.95,4.0,86.43122676579925,177067.8,0.3,0.7
611,0.5,1,67,5,6,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.01,3.0,83518.75,4.0,105.57620817843866,334075.0,0.9,0.09999999999999998
612,0.25,0,71,4,3,0.25,0.16666666666666669,0.25,0.33333333333333337,0.25,0.9166666666666667,0.5833333333333334,0.0,0.0,0.01,2.0,44266.95,4.0,24.442379182156134,177067.8,0.3,0.7
615,1.0,0,29,3,5,1.0,0.5,0.5833333333333334,0.6666666666666666,0.75,0.5833333333333334,0.5833333333333334,0.0,0.0,0.02,3.0,32707.149999999998,1.0,38.38289962825279,32707.149999999998,0.5,0.5
617,0.0,0,74,4,4,0.5,0.25,0.08333333333333331,0.25,0.5,0.5,0.8333333333333333,0.0,0.0,0.001,4.0,44266.95,4.0,34.85130111524164,177067.8,0.3,0.7
618,0.0,0,67,3,6,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,32707.149999999998,4.0,105.57620817843866,130828.59999999999,0.1,0.9
620,0.25,0,24,3,98,0.5,1.0,1.0,0.41666666666666663,0.5,1.0,1.0,0.0,0.0,1.0,2.0,32707.149999999998,0.0,86.43122676579925,0.0,0.3,0.7
622,0.5,0,23,1,98,0.5,0.08333333333333331,0.25,0.6666666666666666,0.5833333333333334,0.5,0.6666666666666666,0.0,0.0,0.0,2.0,18149.3,0.0,86.43122676579925,0.0,0.7,0.30000000000000004
623,0.25,1,49,5,2,0.5,0.0,0.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.0,0.0,0.001,4.0,83518.75,3.0,18.58736059479554,250556.25,0.9,0.09999999999999998
624,0.0,0,55,2,3,0.25,0.0,0.0,0.25,0.41666666666666663,1.0,1.0,0.0,0.0,0.0,2.0,20575.8,0.0,24.442379182156134,0.0,0.9,0.09999999999999998
625,0.0,0,43,1,98,0.0,0.75,0.5833333333333334,0.16666666666666669,0.33333333333333337,0.33333333333333337,0.25,0.0,0.0,0.0,4.0,18149.3,0.0,86.43122676579925,0.0,0.3,0.7
627,0.25,1,46,5,98,0.0,0.16666666666666669,0.16666666666666669,0.5,0.5,0.75,0.75,0.0,0.0,0.001,2.0,83518.75,2.0,86.43122676579925,167037.5,0.7,0.30000000000000004
630,0.0,0,25,5,98,0.25,0.0,0.0,0.5,0.8333333333333333,1.0,1.0,0.0,0.0,0.001,2.0,83518.75,0.5,86.43122676579925,41759.375,0.1,0.9
631,0.25,1,28,5,5,1.0,0.9166666666666667,0.5833333333333334,0.9166666666666667,1.0,1.0,0.75,0.0,1.0,0.1,3.0,83518.75,4.0,38.38289962825279,334075.0,0.9,0.09999999999999998
633,0.0,0,73,2,4,0.25,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.6666666666666666,0.5833333333333334,0.75,0.0,0.0,0.0,2.0,20575.8,4.0,34.85130111524164,82303.2,0.7,0.30000000000000004
635,0.0,0,56,2,5,0.5,0.0,0.33333333333333337,0.5,1.0,0.6666666666666666,0.9166666666666667,0.0,0.0,0.001,3.0,20575.8,0.0,38.38289962825279,0.0,0.9,0.09999999999999998
636,0.5,0,24,1,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.001,4.0,18149.3,0.0,18.58736059479554,0.0,0.5,0.5
637,0.25,0,75,4,6,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,44266.95,3.0,105.57620817843866,132800.84999999998,0.1,0.9
638,0.0,1,68,5,6,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,83518.75,4.0,105.57620817843866,334075.0,0.1,0.9
640,0.0,0,73,4,6,0.0,0.33333333333333337,0.0,0.5,0.25,0.75,0.9166666666666667,0.0,0.0,0.0,2.0,44266.95,4.0,105.57620817843866,177067.8,0.3,0.7
641,0.0,0,66,4,4,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,44266.95,4.0,34.85130111524164,177067.8,0.5,0.5
642,0.25,0,35,4,98,0.5,0.0,0.0,0.5,0.5833333333333334,0.5833333333333334,0.9166666666666667,0.0,0.0,0.005,4.0,44266.95,0.0,86.43122676579925,0.0,0.5,0.5
643,0.25,0,52,2,2,0.25,0.33333333333333337,0.0,0.41666666666666663,0.41666666666666663,0.41666666666666663,1.0,0.0,0.0,0.02,2.0,20575.8,0.0,18.58736059479554,0.0,0.7,0.30000000000000004
646,0.0,0,46,1,6,0.25,0.41666666666666663,0.0,0.5,0.08333333333333331,0.33333333333333337,0.6666666666666666,0.0,0.0,0.01,2.0,18149.3,4.0,105.57620817843866,72597.2,0.5,0.5
647,0.0,0,56,3,2,0.0,0.0,0.33333333333333337,0.6666666666666666,1.0,0.75,0.6666666666666666,0.0,1.0,0.0,4.0,32707.149999999998,4.0,18.58736059479554,130828.59999999999,0.9,0.09999999999999998
648,0.0,1,45,5,4,0.25,0.6666666666666666,0.0,0.25,0.5,0.75,0.8333333333333333,0.0,0.0,0.0,4.0,83518.75,1.5,34.85130111524164,125278.125,0.7,0.30000000000000004
650,0.0,0,63,5,98,0.25,0.08333333333333331,0.16666666666666669,0.33333333333333337,0.33333333333333337,0.9166666666666667,1.0,0.0,0.0,0.0,2.0,83518.75,4.0,86.43122676579925,334075.0,0.5,0.5
651,0.0,0,33,1,98,0.0,0.0,0.0,0.5,0.5,1.0,0.9166666666666667,0.0,0.0,0.0,1.0,18149.3,0.0,86.43122676579925,0.0,0.9,0.09999999999999998
652,0.0,0,47,5,98,0.0,1.0,1.0,0.5,0.6666666666666666,0.41666666666666663,0.6666666666666666,0.0,1.0,0.0,2.0,83518.75,4.0,86.43122676579925,334075.0,0.9,0.09999999999999998
655,0.25,1,60,4,6,0.0,0.6666666666666666,0.25,0.33333333333333337,0.08333333333333331,0.41666666666666663,0.6666666666666666,0.0,0.0,0.01,3.0,44266.95,4.0,105.57620817843866,177067.8,0.7,0.30000000000000004
657,0.25,0,36,5,6,1.0,0.0,0.0,0.5833333333333334,0.25,0.5833333333333334,0.8333333333333333,0.0,0.0,0.005,4.0,83518.75,4.0,105.57620817843866,334075.0,0.5,0.5
658,0.25,1,62,1,2,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,18149.3,4.0,18.58736059479554,72597.2,0.3,0.7
659,0.25,0,59,3,6,0.0,0.33333333333333337,0.0,0.33333333333333337,0.08333333333333331,0.25,0.9166666666666667,0.0,0.0,0.001,2.0,32707.149999999998,1.0,105.57620817843866,32707.149999999998,0.5,0.5
661,0.25,0,36,5,6,0.0,0.5,0.41666666666666663,0.5,0.6666666666666666,0.25,0.6666666666666666,0.0,0.0,0.0,4.0,83518.75,4.0,105.57620817843866,334075.0,0.5,0.5
662,0.25,0,62,3,98,0.0,0.0,0.08333333333333331,0.75,0.41666666666666663,0.6666666666666666,0.8333333333333333,0.0,0.0,0.005,3.0,32707.149999999998,1.0,86.43122676579925,32707.149999999998,0.3,0.7
665,0.0,0,62,4,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,44266.95,4.0,34.85130111524164,177067.8,0.7,0.30000000000000004
666,0.0,0,53,5,2,0.0,0.41666666666666663,0.25,0.5,0.5,0.5833333333333334,0.75,0.0,0.0,0.0,2.0,83518.75,4.0,18.58736059479554,334075.0,0.5,0.5
668,0.0,0,76,3,5,0.0,0.75,0.33333333333333337,0.16666666666666669,0.33333333333333337,0.75,1.0,0.0,0.0,0.0,3.0,32707.149999999998,0.0,38.38289962825279,0.0,0.7,0.30000000000000004
669,0.75,0,74,2,98,0.75,0.0,0.08333333333333331,0.33333333333333337,0.5,1.0,0.8333333333333333,0.0,0.0,0.005,2.0,20575.8,1.0,86.43122676579925,20575.8,0.1,0.9
670,0.0,0,59,4,3,0.0,0.0,0.0,0.0,0.33333333333333337,1.0,1.0,0.0,0.0,0.0,4.0,44266.95,3.0,24.442379182156134,132800.84999999998,0.1,0.9
672,0.0,0,48,5,6,0.0,0.08333333333333331,0.25,0.41666666666666663,0.25,0.41666666666666663,0.41666666666666663,0.0,0.0,0.001,4.0,83518.75,2.0,105.57620817843866,167037.5,0.5,0.5
673,0.75,0,38,2,3,0.75,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.01,2.0,20575.8,3.0,24.442379182156134,61727.399999999994,0.5,0.5
674,0.0,0,68,5,6,0.5,0.33333333333333337,0.16666666666666669,0.41666666666666663,0.16666666666666669,0.41666666666666663,0.8333333333333333,0.0,0.0,0.002,4.0,83518.75,4.0,105.57620817843866,334075.0,0.1,0.9
676,0.75,0,35,1,98,0.5,0.0,1.0,0.6666666666666666,0.75,1.0,1.0,0.0,0.0,0.01,2.0,18149.3,0.0,86.43122676579925,0.0,0.9,0.09999999999999998
677,0.0,0,47,3,98,0.0,0.0,0.0,0.75,0.5,0.5,0.5,0.0,0.0,0.0,3.0,32707.149999999998,4.0,86.43122676579925,130828.59999999999,0.5,0.5
678,0.0,0,33,5,2,0.0,0.08333333333333331,0.0,0.25,0.25,0.5,0.75,0.0,0.0,0.001,4.0,83518.75,0.0,18.58736059479554,0.0,0.1,0.9
679,0.25,1,49,1,3,0.75,0.0,0.0,0.75,0.6666666666666666,0.75,1.0,0.0,0.0,1.0,2.0,18149.3,0.0,24.442379182156134,0.0,0.9,0.09999999999999998
681,0.5,0,45,1,98,0.25,0.0,0.0,0.5,0.5833333333333334,1.0,1.0,0.0,0.0,0.1,3.0,18149.3,0.0,86.43122676579925,0.0,0.7,0.30000000000000004
682,0.0,0,34,4,6,0.75,1.0,0.9166666666666667,0.08333333333333331,0.16666666666666669,0.41666666666666663,0.5833333333333334,0.0,0.0,0.0,3.0,44266.95,4.0,105.57620817843866,177067.8,0.3,0.7
683,0.0,0,36,3,98,0.0,0.0,0.08333333333333331,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,32707.149999999998,0.0,86.43122676579925,0.0,0.1,0.9
687,0.0,0,53,4,98,0.25,0.0,0.0,0.08333333333333331,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.0,0.0,0.0,3.0,44266.95,0.0,86.43122676579925,0.0,0.5,0.5
692,0.0,0,66,1,1,0.0,0.0,0.0,0.6666666666666666,0.5833333333333334,1.0,0.8333333333333333,0.0,0.0,0.0,2.0,18149.3,4.0,10.687732342007434,72597.2,0.7,0.30000000000000004
693,0.25,1,73,5,6,0.0,0.9166666666666667,0.41666666666666663,0.5833333333333334,0.41666666666666663,0.41666666666666663,0.6666666666666666,0.0,0.0,0.1,4.0,83518.75,4.0,105.57620817843866,334075.0,0.7,0.30000000000000004
694,0.75,1,25,4,4,0.75,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.5833333333333334,0.8333333333333333,0.6666666666666666,1.0,0.0,0.002,3.0,44266.95,1.5,34.85130111524164,66400.42499999999,0.5,0.5
695,0.0,0,55,1,1,0.0,0.0,0.0,0.0,0.25,0.5833333333333334,1.0,0.0,1.0,0.0,2.0,18149.3,0.0,10.687732342007434,0.0,0.1,0.9
